model,mean_cv_accuracy,std_cv_accuracy,mean_cv_error,mean_train_accuracy,mean_fit_time,mean_score_time
XGBClassifier_tuned,0.9133503728516825,0.051087096659256113,0.08664962714831748,1.0,45.01974310874939,0.0494959831237793
