mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,mean_score_time,params
0.9000694023666359,0.05493816128805343,1.0,0.0,79.66923756599427,0.05692667961120605,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
0.8995002471205449,0.04848123645388576,0.9964340998117247,0.001268413362309403,33.73296232223511,0.04335346221923828,"{'subsample': 1.0, 'reg_lambda': 1, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
0.8992055443965332,0.056074500519750034,0.9953630396174905,0.001561440351506473,14.043391847610474,10.185588836669922,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.1, 'colsample_bytree': 1.0}"
0.898868588018777,0.055306875535201305,0.9934461339994172,0.0014984101277799916,36.08551726341248,0.04719839096069336,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.03, 'colsample_bytree': 0.8}"
0.8988645159225334,0.04939270256292642,0.9957531196192901,0.0012833584965783091,37.96180191040039,0.045145416259765626,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.03, 'colsample_bytree': 0.8}"
0.8982220727082991,0.05396384536337392,1.0,0.0,67.32100582122803,0.05782217979431152,"{'subsample': 1.0, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.03, 'colsample_bytree': 0.8}"
0.8980299813905852,0.057424740936340195,0.9922416553862409,0.0019629973616362654,37.58320479393005,0.049935436248779295,"{'subsample': 1.0, 'reg_lambda': 10, 'reg_alpha': 0.5, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
0.8971833911067133,0.05846316663261851,0.9802846641143421,0.004640187156894169,28.639243125915527,0.048295021057128906,"{'subsample': 0.8, 'reg_lambda': 10, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
0.8969450469921636,0.05467663639651797,0.9983044431470202,0.0004302386974588804,47.413078498840335,0.04795131683349609,"{'subsample': 1.0, 'reg_lambda': 10, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.03, 'colsample_bytree': 0.8}"
0.8965384473224901,0.05302130341692623,0.9954093726294679,0.001429255501798021,37.683429479599,0.044677448272705075,"{'subsample': 0.8, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
0.895978146978757,0.047013494282937225,0.9776431160390159,0.004241274803352862,16.46573634147644,0.037608766555786134,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.03, 'colsample_bytree': 0.8}"
0.8959447257900056,0.05293054025758694,0.9934464887854555,0.001624118885195354,20.571790647506713,0.03863935470581055,"{'subsample': 1.0, 'reg_lambda': 1, 'reg_alpha': 0.5, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
0.8954113134607281,0.05628494633410471,0.9812229072390665,0.004419564961830741,25.441490983963014,0.04254961013793945,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
0.895374988617812,0.052497424076327785,0.9929781790639123,0.002097826206490189,18.500268125534056,0.03806390762329102,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
0.8953664001410363,0.04909028308909524,0.9762254693610781,0.0037160560484238657,17.238100385665895,0.047289133071899414,"{'subsample': 0.8, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
0.8948388514762968,0.051895622939871267,0.9911935842751822,0.001909592738336193,19.9885507106781,0.038999414443969725,"{'subsample': 1.0, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
0.8948021960447285,0.056902868164882506,0.981524853562805,0.0043396979963942345,23.61855282783508,0.040328359603881835,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
0.8945808422349412,0.05327148664909225,0.9930225422545103,0.0023762713086610105,19.653519296646117,0.039041662216186525,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
0.8944733750693772,0.05385099553715401,0.995579042709051,0.0008517305958964752,24.70798316001892,0.04278464317321777,"{'subsample': 0.8, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
0.8931315618205907,0.056021130769652754,0.9968615131248736,0.0007188363203955377,23.1464364528656,0.039162492752075194,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0.5, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
0.8928053285412553,0.05741036733817025,0.958248220773205,0.004660051972578238,11.480292892456054,0.03467812538146973,"{'subsample': 0.8, 'reg_lambda': 5, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.03, 'colsample_bytree': 0.8}"
0.892390277511028,0.055576964375516305,0.9969084561325804,0.0008038187015540688,24.617403411865233,0.03894133567810058,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0.5, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
0.8923106228137809,0.05622528610557426,0.9981434254227486,0.000912710791637728,23.78090057373047,0.03735904693603516,"{'subsample': 0.8, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
0.8919245370802262,0.05483838821640217,0.9995790053647955,0.0003720845130963881,52.68735761642456,0.060561180114746094,"{'subsample': 1.0, 'reg_lambda': 1, 'reg_alpha': 0.5, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.03, 'colsample_bytree': 0.8}"
0.8918172450819721,0.05950314912804224,0.957472458953965,0.004824596464635973,88.87538919448852,0.03860917091369629,"{'subsample': 0.8, 'reg_lambda': 10, 'reg_alpha': 0.5, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.03, 'colsample_bytree': 0.8}"
0.8915984826428179,0.05750438357256875,0.9584088750651418,0.0044719797945291595,12.411139440536498,0.03632936477661133,"{'subsample': 1.0, 'reg_lambda': 5, 'reg_alpha': 0.5, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.03, 'colsample_bytree': 0.8}"
0.8911549037765655,0.053483846405296014,0.9875362655463311,0.003393432800043499,26.063858318328858,0.04401454925537109,"{'subsample': 0.8, 'reg_lambda': 10, 'reg_alpha': 0.1, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
0.8908838121152671,0.05744319740713877,0.9596948295557622,0.00477905839051616,13.904581642150879,0.036643171310424806,"{'subsample': 1.0, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 100, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
