model,mean_cv_accuracy,std_cv_accuracy,mean_cv_error,mean_train_accuracy,mean_fit_time,mean_score_time
KNeighborsClassifier_tuned,0.8757917254208962,0.03347103107175548,0.12420827457910377,1.0,0.14152750968933106,3.812220811843872
